type	submitter_id	analytes.submitter_id	instrument_model	is_paired_end	library_strategy	platform	read_length_lower	read_length_upper	RIN	adapter_sequence	barcoding_applied	flow_cell_barcode	library_name	library_preparation_kit_catalog_number	library_preparation_kit_name	library_preparation_kit_vendor	library_preparation_kit_version	library_selection	library_strand	project_id	sequencing_center	target_capture_kit_catalog_number	target_capture_kit_name	target_capture_kit_target_region	target_capture_kit_vendor	target_capture_kit_version
read_group																										
