type	submitter_id	read_groups.submitter_id	assay_instrument	assay_instrument_model	assay_method	assay_target	target_measurement	target_measurement_units	assay_kit_name	assay_kit_vendor	assay_kit_version	project_id	target_localization
immunoassay													
