type	submitter_id	analytes.submitter_id	assay_instrument	assay_instrument_model	assay_method	assay_kit_name	assay_kit_vendor	assay_kit_version	assay_target	mutant_copies	mutant_fraction_percent	mutation_result	project_id	target_alt	target_chromosome	target_position	target_ref
pcr_assay																	
