type	submitter_id	read_groups.submitter_id	submitted_aligned_reads_files.submitter_id	submitted_unaligned_reads_files.submitter_id	adapter_content	basic_statistics	created_datetime	encoding	kmer_content	overrepresented_sequences	per_base_n_content	per_base_sequence_content	per_base_sequence_quality	per_sequence_gc_content	per_sequence_quality_score	per_tile_sequence_quality	percent_aligned	percent_gc_content	project_id	sequence_duplication_levels	sequence_length_distribution	total_aligned_reads	total_sequences
read_group_qc																							
