type	submitter_id	read_groups.submitter_id	WT_copies	assay_method	assay_target	copies_unit	created_datetime	mutant_copies	mutant_fraction_ percent	mutation_result	project_id	read_depth	target_alt	target_chromosome	target_position	target_ref
sequencing_assay															
