type	submitter_id	aliquots.submitter_id	expected_allelic_fraction	expected_copy_number	expected_mutation_alt	expected_mutation_chromosome	expected_mutation_gene	expected_mutation_position	expected_mutation_reference	expected_mutation_type	project_id
contrived_expectations											
